;Company;Symbol
4771;On The Beach Group Plc;OTB.L
4772;Onthemarket Plc;OTMP.L
4773;Orascom Telecom Media An;OTMT.L
4774;Lyxor International Asset Management;OTNO.L
4775;Otp Bank Plc;OTPD.L
4776;Octopus Titan Vct Plc;OTV2.L
4777;Ovoca Gold Plc;OVG.L
4778;DB Etc Plc;OXA1.L
4779;DB Etc Plc;OXA2.L
4780;Oxford Biomedica Plc;OXB.L
4781;DB X-Trackers;OXDX.L
4782;Oxford Technology 4 Venture Capital Trus;OXF.L
4783;Oxford Technology 2 Venture Capital Trus;OXH.L
4784;Oxford Instruments Plc;OXIG.L
4785;Source Markets Public Limited Company;OXNP.L
4786;Source Markets Public Limited Company;OXOP.L
4787;Oxford Technology Venture Capital Trust;OXT.L
4788;DB X-Trackers II;OXY4.L
4789;P2P Global Investments P;P2P.L
4790;Pacific Assets Trust Plc;PAC.L
4791;Pacific Alliance China Land Limited;PACL.L
4792;SSGA SPDR ETFS Europe I;PADV.L
4793;Pan African Resources Plc;PAF.L
4794;Paragon Group of Companies Plc;PAG.L
4795;Paragon Group of Compani;PAG3.L
4796;Pagegroup Plc.;PAGE.L
4797;ETFS Hedged Commodity Securities Limited;PAGR.L
4798;Equatorial Palm Oil Plc;PAL.L
4799;ETFS Hedged Commodity Securities Limited;PALL.L
4800;Premier Asset Management Group Plc;PAM.L
4801;Pantheon Resources Plc;PANR.L
4802;Panthera Resources Plc;PAT.L
4803;Multi Units Luxembourg;PAXG.L
4804;Multi Units Luxembourg;PAXJ.L
4805;Paypoint Plc;PAY.L
4806;Toc Property Backed Lending Trust Plc;PBLT.L
4807;ETFS Hedged Commodity Securities Limited;PBRT.L
4808;ETFS Hedged Commodity Securities Limited;PBUL.L
4809;Palace Capital Plc;PCA.L
4810;Private & Commercial Finance Group Plc;PCF.L
4811;Polar Capital Global Fin;PCFT.L
4812;Pcg Entertainment Plc;PCGE.L
4813;Polar Cap Glbl Health Gwth&Inc Tst Plc;PCGH.L
4814;Pci-Pal Plc;PCIP.L
4815;ETFS Hedged Commodity Securities Limited;PCOP.L
4816;ETFS Hedged Commodity Securities Limited;PCRD.L
4817;Polar Capital Technology Trust Plc;PCT.L
4818;Picton Property Income Ld;PCTN.L
4819;Pendragon Plc;PDG.L
4820;Petra Diamonds Limited;PDL.L
4821;Prairie Mining Limited;PDZ.L
4822;Pebble Beach Systems Group Plc;PEB.L
4823;Port Erin Biopharma Investments Limited;PEBI.L
4824;Petards Group Plc;PEG.L
4825;Paragon Entertainment Limited;PEL.L
4826;Source Markets II Plc;PEMD.L
4827;Pennant International Group Plc;PEN.L
4828;Petrel Resources Plc;PET.L
4829;Omv Petrom S.A.;PETB.L
4830;Pets At Home Group Plc;PETS.L
4831;Princess Private Equity Holding Limited;PEY.L
4832;Princess Private Equity Holding Limited;PEYS.L
4833;Provident Financial Plc;PF21.L
4834;ETFS Hedged Commodity Securities Limited;PFAG.L
4835;FTSE Pfandbrief Total Pr;PFAND01.L
4836;FTSE Pfandbrief Price In;PFAND03.L
4837;FTSE Pfandbrief Price In;PFAND05.L
4838;FTSE Pfandbrief Price In;PFAND07.L
4839;FTSE Pfandbrief Price In;PFAND10.L
4840;FTSE Pfandbrief Price In;PFAND30.L
4841;Petrofac Limited;PFC.L
4842;Premier Foods Plc;PFD.L
4843;Provident Financial Plc;PFG.L
4844;Provident Financial Plc;PFG7.L
4845;Pathfinder Minerals Plc;PFP.L
4846;Places For People Finance Plc;PFP2.L
4847;Patagonia Gold Plc;PGD.L
4848;Personal Group Holdings Plc;PGH.L
4849;Pcgh Zdp Plc;PGHZ.L
4850;Premier Global Infrastructure Trust Plc;PGIT.L
4851;Pgit Securities 2020 Plc;PGIZ.L
4852;Phoenix Global Mining Limited;PGM.L
4853;Proven Growth & Income Vct Plc;PGOO.L
4854;Phoenix Global Resources Plc;PGR.L
4855;Progility Plc;PGY.L
4856;ETFS Metal Securities Ld;PHAG.L
4857;ETFS Metal Securities Limited;PHAU.L
4858;Plant Health Care Plc;PHC.L
4859;Proactis Holdings Plc;PHD.L
4860;Palm Hills Developments;PHDC.L
4861;Powerhouse Energy Group Plc;PHE.L
4862;Fundlogic Alternatives Plc;PHEF.L
4863;ETFS Metal Securities Ld;PHGP.L
4864;Pacific Horizon Investment Trust Plc;PHI.L
4865;Phoenix Group Holdings;PHNX.L
4866;Peel Hotels Plc;PHO.L
4867;Ojsc Phosagro;PHOR.L
4868;Primary Health Properties Plc;PHP.L
4869;ETFS Metal Securities Ld;PHPD.L
4870;ETFS Metal Securities Ld;PHPM.L
4871;ETFS Metal Securities Ld;PHPP.L
4872;ETFS Metal Securities Ld;PHPT.L
4873;Phsc Plc;PHSC.L
4874;ETFS Metal Securities Ld;PHSP.L
4875;Photo-Me International Plc;PHTM.L
4876;Brighton Pier Group Plc (The);PIER.L
4877;Produce Investments Plc;PIL.L
4878;Pacific Industrial & Logistics REIT Plc;PILR.L
4879;Plant Impact Plc;PIM.L
4880;ETFS Hedged Commodity Securities Limited;PIMT.L
4881;Pantheon International Participations Pl;PIN.L
4882;Pipehawk Plc;PIP.L
4883;Pires Investments Plc;PIRI.L
4884;Park Group Plc;PKG.L
4885;Plastics Capital Plc;PLA.L
4886;Plaza Centers N.V.;PLAZ.L
4887;Perpetual Income and Growth Investment T;PLI.L
4888;Polemos Plc;PLMO.L
4889;Polypipe Group Plc;PLP.L
4890;ETFS Commodity Securities Limited;PLTM.L
4891;Plus500 Ltd;PLUS.L
4892;Public Joint Stock Company Polyus;PLZA.L
4893;Public Joint Stock Company Polyus;PLZB.L
4894;Public Joint Stock Company Polyus;PLZL.L
4895;Parkmead Group [The] Plc;PMG.L
4896;Papua Mining Plc;PML.L
4897;Premier Oil Plc;PMO.L
4898;Premier Oil Plc;PMO1.L
4899;Portmeirion Group Plc;PMP.L
4900;ETFS Hedged Commodity Securities Limited;PNGA.L
4901;Personal Assets Trust Plc;PNL.L
4902;Pennon Group Plc;PNN.L
4903;Panther Securities Plc;PNS.L
4904;Petropavlovsk Plc;POG.L
4905;Polo Resources Limited;POL.L
4906;Polar Capital Holdings Plc;POLR.L
4907;Polymetal International Plc;POLY.L
4908;Plexus Holdings Plc;POS.L
4909;Paddy Power Betfair Plc;PPB.L
4910;President Petroleum Company Plc;PPC.L
4911;Plutus Powergen Plc;PPG.L
4912;Pphe Hotel Group Limited;PPH.L
4913;Prophotonix Limited;PPIX.L
4914;ETFS Hedged Commodity Securities Limited;PPMT.L
4915;Pennpetro Energy Plc;PPP.L
4916;Proton Power Systems Plc;PPS.L
4917;Powershares Glbal Funds Ireland Plc;PQVM.L
4918;Premier African Minerals;PREM.L
4919;Pressure Technologies Plc;PRES.L
4920;Vaneck Vectors Ucits ETFS Plc;PRF.L
4921;Source Markets II Plc;PRFD.L
4922;Vaneck Vectors Ucits ETFS Plc;PRGB.L
4923;Primorus Investments Plc;PRIM.L
4924;Proteome Sciences Plc;PRM.L
4925;Proxama Plc;PROX.L
4926;Prime People Plc;PRP.L
4927;Paternoster Resources Plc;PRS.L
4928;Blue Prism Group Plc;PRSM.L
4929;Prs REIT (The) Plc;PRSR.L
4930;Puretech Health Plc;PRTC.L
4931;Prudential Plc;PRU.L
4932;Prudential Plc;PRUD.L
4933;Powershares Glbal Funds;PRUS.L
4934;Porvair Plc;PRV.L
4935;Phoenix Spree Deutschlan;PSDL.L
4936;Powershares Glbal Funds Ireland Plc;PSES.L
4937;Pershing Square Holdings Ltd;PSH.L
4938;Photonstar Led Group Plc;PSL.L
4939;Persimmon Plc;PSN.L
4940;Pearson Plc;PSON.L
4941;Powershares Glbal Funds Ireland Plc;PSRE.L
4942;Powershares Glbal Funds Ireland Plc;PSRF.L
4943;Powershares Glbal Funds Ireland Plc;PSRM.L
4944;Powershares Glbal Funds Ireland Plc;PSRU.L
4945;Powershares Glbal Funds Ireland Plc;PSRW.L
4946;ETFS Hedged Commodity Securities Limited;PSVR.L
4947;Powershares Glbal Funds Ireland Plc;PSWC.L
4948;Powershares Glbal Funds;PSWU.L
4949;Porta Communications Plc;PTCM.L
4950;Pittards Plc;PTD.L
4951;Playtech Limited;PTEC.L
4952;Phaunos Timber Fund Limited;PTF.L
4953;FTSE Portugal Government;PTGOV01.L
4954;Petroneft Resources Plc;PTR.L
4955;Pelatro Plc;PTRO.L
4956;Premier Technical Servic;PTSG.L
4957;Parity Group Plc;PTY.L
4958;Puma Vct 11 Plc;PU11.L
4959;Source Markets II Plc;PUIG.L
4960;Purecircle Limited;PURE.L
4961;Purplebricks Group Plc;PURP.L
4962;ETFS Foreign Exchange Li;PUS3.L
4963;ETFS Foreign Exchange Limited;PUS5.L
4964;Pv Crystalox Solar Plc;PVCS.L
4965;Premier Veterinary Group;PVG.L
4966;Proven Vct Plc;PVN.L
4967;Providence Resources Plc;PVR.L
4968;Prospex Oil and Gas Plc;PXOG.L
4969;Provexis Plc;PXS.L
4970;Physiomics Plc;PYC.L
4971;Pz Cussons Plc;PZC.L
4972;Ftse/Xinhua Hong Kong In;QDII1.L
4973;Ishares II Plc;QDIV.L
4974;Quadrise Fuels International Plc;QFI.L
4975;qinetiq group ord gbp0;QQ.L
4976;Boost Issuer Public Limi;QQQ3.L
4977;Boost Issuer Public Limi;QQQS.L
4978;Quarto Group Incorporated;QRT.L
4979;Quartix Holdings Plc;QTX.L
4980;Pimco Fixed Income Source ETFS Plc;QUID.L
4981;Quiz Plc;QUIZ.L
4982;Quixant Plc;QXT.L
4983;FTSE Epra/Nareit Eurozone Capped Index N;R0EU.L
4984;FTSE E/N Deexukcap;R0UK.L
4985;Russell 1000 Comprehensive Factor Index;R1CPF.L
4986;Russell 1000 Pure Domestic Exposure Inde;R1DE.L
4987;Russell 1000 Domestic Exposure Net;R1DEN.L
4988;Russell 1000 Enhanced Value Equal Weight;R1EVEW.L
4989;Russell 1000 Momentum Factor Index;R1FPMF.L
4990;Russell 1000 Quality Factor Index;R1FQF.L
4991;Russell 1000 Size Factor Index;R1FSF.L
4992;Russell 1000 Value Factor Index;R1FVAF.L
4993;Russell 1000 Volatility Factor Index;R1FVF.L
4994;Russell 1000 Yield Factor Index;R1FYF.L
4995;Russell 1000 Low Beta Equal Weight Index;R1LB.L
4996;Russell 1000 Momentum Focused Factor Ind;R1MFF.L
4997;Russell 1000 Momentum Focused Factor Net;R1MFFR.L
4998;Russell 1000 Low Volatility Focused Fact;R1VFF.L
4999;Russell 1000 Low Volatility Focused Fact;R1VFFR.L
5000;Russell 1000 2Qual/Val 5% Capped Factor;R1VQQF.L
5001;Russell 1000 2Qual/Val 5% Capped Factor;R1VQQFN.L
5002;Russell 1000 Yield Focused Factor Index;R1YFF.L
5003;Russell 1000 Yield Focused Factor Net Ta;R1YFFR.L
5004;Russell 2000 Comprehensive Factor Index;R2CPF.L
5005;SSGA SPDR ETFS Europe II;R2SC.L
5006;SSGA SPDR ETFS Europe II;R2US.L
5007;Reach4Entertainment Ente;R4E.L
5008;Rathbone Brothers Plc;RAT.L
5009;Reckitt Benckiser;RB.L
5010;Reabold Resources Plc;RBD.L
5011;Revolution Bars Group Pl;RBG.L
5012;Robinson Plc;RBN.L
5013;Ishares IV Plc;RBOD.L
5014;Ishares IV Plc;RBOT.L
5015;Royal Bank of Scotland Group Plc;RBS.L
5016;Ishares IV Plc;RBTX.L
5017;Rainbow Rare Earths Limited;RBW.L
5018;Ricardo Plc;RCDO.L
5019;Redcentric Plc;RCN.L
5020;Rit Capital Partners Plc;RCP.L
5021;Redefine International P.L.C.;RDI.L
5022;Ranger Direct Lending Fu;RDL.L
5023;Ranger Direct Lending Zdp Plc;RDLZ.L
5024;Royal Dutch Shell Plc;RDSA.L
5025;Royal Dutch Shell Plc;RDSB.L
5026;Rosslyn Data Technologie;RDT.L
5027;Redrow Plc;RDW.L
5028;Source Markets Public Limited Company;RDXS.L
5029;R.e.a. Holdings;RE.L
5030;R.E.A. Holdings Plc;RE.B.L
5031;React Group Plc;REAT.L
5032;Record Plc;REC.L
5033;Real Estate Credit Investments Pcc Limit;RECI.L
5034;Redt Energy Plc;RED.L
5035;Redde Plc;REDD.L
5036;Redstoneconnect Plc;REDS.L
5037;Redx Pharma Plc;REDX.L
5038;Reed Elsevier Plc;REL.L
5039;Reneuron Group Plc;RENE.L
5040;Residential Secure Income Plc;RESI.L
5041;Ramsdens Holdings Plc;RFX.L
5042;The Real Good Food Company Plc;RGD.L
5043;Regional REIT Limited;RGL.L
5044;Regional REIT Zdp Plc;RGLZ.L
5045;Regency Mines Plc;RGM.L
5046;Ross Group Plc;RGP.L
5047;Rhi Magnesita N.V.;RHIM.L
5048;Redhall Group Plc;RHL.L
5049;Richoux Group Plc;RIC.L
5050;Ruffer Investment Company Ltd;RICA.L
5051;Ricoh Co Ltd;RICO.L
5052;Reliance Infrastructure;RIFS.L
5053;Reliance Industries Limi;RIGD.L
5054;Rights & Issues Investment Trust Plc;RIII.L
5055;Rio Tinto Plc;RIO.L
5056;FTSE Russia Iob Index;RIOB.L
5057;Lyxor International Asse;RIOL.L
5058;Lyxor International Asse;RIOU.L
5059;Ishares IV Plc;RISE.L
5060;River and Mercantile Gro;RIV.L
5061;Rockhopper Exploration Plc;RKH.L
5062;Ojsc Rostelecom;RKMD.L
5063;Richland Resources Ltd;RLD.L
5064;Real Estate Investors Plc;RLE.L
5065;Realm Therapeutics Plc;RLM.L
5066;RM Plc;RM.L
5067;Rm2 International S.A.;RM2.L
5068;Rasmala Plc;RMA.L
5069;Rm Secured Direct Lending Plc;RMCC.L
5070;Rm Secured Direct Lending Plc;RMDL.L
5071;Royal Mail Plc;RMG.L
5072;Rambler Metals & Mining Plc;RMM.L
5073;River and Mercantile UK;RMMC.L
5074;Red Emperor Resources NL;RMP.L
5075;Rightmove Plc;RMV.L
5076;Rank Group Plc;RNK.L
5077;Renold Plc;RNO.L
5078;Renew Holdings Plc;RNWH.L
5079;FTSE  Epra/Nareit Global;RNXGUS.L
5080;Go Ucits ETF Solutions P;ROBE.L
5081;Go Ucits ETF Solutions P;ROBG.L
5082;Go Ucits ETF Solutions P;ROBO.L
5083;Rotala Plc;ROL.L
5084;Rotork Plc;ROR.L
5085;Rose Petroleum Plc;ROSE.L
5086;Ojsc Oc Rosneft;ROSN.L
5087;RPC Group Plc;RPC.L
5088;FTSE Epra/Nareit Developed Eurozone Net;RPDEU.L
5089;Rps Group Plc;RPS.L
5090;Regal Petroleum Plc;RPT.L
5091;DB X-Trackers;RQFI.L
5092;Randall & Quilter Investment Holdings Pl;RQIH.L
5093;Rolls Royce Group;RR.L
5094;Rockrose Energy Plc;RRE.L
5095;Range Resources Limited;RRL.L
5096;Red Rock Resources Plc;RRR.L
5097;Randgold Resources Ld;RRS.L
5098;Amundi ETF;RS2G.L
5099;Amundi ETF;RS2U.L
5100;Rsa Insurance Group Plc;RSA.L
5101;Rsa Insurance Group Plc;RSAB.L
5102;Riverstone Energy Limite;RSE.L
5103;Lyxor International Asse;RSGL.L
5104;Restore Plc;RST.L
5105;Renishaw Plc;RSW.L
5106;Rtc Group Plc;RTC.L
5107;Rhythmone Plc;RTHM.L
5108;Restaurant Group Plc;RTN.L
5109;Rentokil Initial Plc;RTO.L
5110;Etfx Fund Company Plc;RTWO.L
5111;Etfx Fund Company Plc;RTWP.L
5112;Source Markets Public Limited Company;RTYS.L
5113;Lyxor International Asse;RU2K.L
5114;Source Markets Public Limited Company;RUQR.L
5115;Rurelec Plc;RUR.L
5116;Raven Russia Ltd;RUS.L
5117;Lyxor International Asse;RUS2.L
5118;Iti Funds Ucits ETF Sicav;RUSB.L
5119;Raven Russia Ltd;RUSC.L
5120;Iti Funds Ucits ETF Sicav;RUSE.L
5121;Lyxor International Asse;RUSG.L
5122;Lyxor International Asse;RUSL.L
5123;Raven Russia Ltd;RUSP.L
5124;Lyxor International Asse;RUSU.L
5125;Lyxor International Asse;RUSV.L
5126;Raven Russia Ltd;RUSW.L
5127;Robert Walters Plc;RWA.L
5128;Renewi Plc;RWI.L
5129;Rws Holdings Plc;RWS.L
5130;Ryanair Holdings Plc;RYA.L
5131;Source Markets Public Li;S100.L
5132;Source Markets Public Li;S250.L
5133;South32 Limited;S32.L
5134;Source Markets Public Li;S400.L
5135;Source Markets Public Li;S600.L
5136;Ossiam Lux;S6EW.L
5137;Source Markets Public Li;S7XP.L
5138;M&C Saatchi Plc;SAA.L
5139;Ishares Vi Plc (The Comp;SAAA.L
5140;ETFS Foreign Exchange Limited;SAD.L
5141;Safeland Plc;SAF.L
5142;Safestore Holdings Plc;SAFE.L
5143;Sagentia Group Plc;SAG.L
5144;Saga Plc;SAGA.L
5145;Ishares III Plc;SAGG.L
5146;ETFS Commodity Securities Limited;SAGR.L
5147;Spaceandpeople Plc;SAL.L
5148;ETFS Commodity Securities Limited;SALU.L
5149;Salvarx Group Plc;SALV.L
5150;Santander UK Plc;SAN.L
5151;Santander UK Plc;SANB.L
5152;ETFS Foreign Exchange Li;SAP3.L
5153;South African Property Opportunities Plc;SAPO.L
5154;Sareum Holdings Plc;SAR.L
5155;Satellite Solutions Worl;SAT.L
5156;ETFS Foreign Exchange Li;SAU3.L
5157;ETFS Foreign Exchange Limited;SAUP.L
5158;Ishares III Plc;SAUS.L
5159;Savannah Resources Plc;SAV.L
5160;Savannah Petroleum Plc;SAVP.L
5161;UBS ETF;SBEG.L
5162;UBS ETF;SBEM.L
5163;Sberbank of Russia;SBER.L
5164;State Bank of India;SBID.L
5165;Source Markets Public Li;SBIO.L
5166;Sabre Insurance Group Plc;SBRE.L
5167;ETFS Commodity Securities Limited;SBRT.L
5168;Sainsbury [J] Plc;SBRY.L
5169;Skinbiotherapeutics Plc;SBTX.L
5170;ETFS Commodity Securities Limited;SBUL.L
5171;Powershares Glbal Funds;SBUY.L
5172;societe generale acceptance nv call wts 15/9/06f100 e0.001 gbp5925 c;SC10.L
5173;societe generale acceptance nv call wts 15/12/06f100 e0.001 gbp6225 c;SC11.L
5174;societe generale acceptance nv call wts 15/12/06dj30 e0.001 usd13000 c;SC13.L
5175;societe generale acceptance nv call wts 15/12/06n100 e0.01 usd2000 c;SC15.L
5176;societe generale acceptance nv put wts 15/12/06n100 e0.01 usd1700 c;SC16.L
5177;societe generale acceptance nv call wts 15/12/06sx50 e0.01 usd4000 c;SC17.L
5178;societe generale acceptance nv put wts 15/12/06sx50 e0.01 usd3600 c;SC18.L
5179;Sga Societe Generale Acc;SC19.L
5180;societe generale acceptance nv put wts 19/6/06mcum6 e0.001 usd4250 c;SC22.L
5181;societe generale acceptance nv call wts 15/12/06s946 e0.01 usd1000 c;SC23.L
5182;ETFS Foreign Exchange Limited;SCAD.L
5183;Scottish American Investment Co. Plc;SCAM.L
5184;FTSE Developed Small Cap;SCDN.L
5185;FTSE Small Cap Net Chf I;SCDNCH.L
5186;FTSE Small Cap Net EUR I;SCDNEU.L
5187;FTSE Small Cap Net GBP I;SCDNUK.L
5188;ETFS Foreign Exchange Limited;SCDP.L
5189;Surface Transforms Plc;SCE.L
5190;Schroder Income Growth Fund Plc;SCF.L
5191;Sealand Capital Galaxy Limited;SCGL.L
5192;Safecharge International;SCH.L
5193;ETFS Foreign Exchange Limited;SCHF.L
5194;Scholium Group Plc;SCHO.L
5195;ETFS Foreign Exchange Limited;SCHP.L
5196;Scottish Investment Trust Plc;SCIN.L
5197;Schlumberger Ld;SCL.L
5198;Scancell Holdings Plc;SCLP.L
5199;ETFS Foreign Exchange Limited;SCNY.L
5200;ETFS Commodity Securities Limited;SCOC.L
5201;ETFS Foreign Exchange Li;SCOM.L
5202;ETFS Commodity Securities Limited;SCOP.L
5203;ETFS Commodity Securities Limited;SCOR.L
5204;Schroder UK Mid Cap Fund Plc;SCP.L
5205;Scapa Group Plc;SCPA.L
5206;Scs Group Plc;SCS.L
5207;Cred Suis Gp Fun Ltd;SCS5.L
5208;Softcat Plc;SCT.L
5209;ETFS Commodity Securities Limited;SCTO.L
5210;ETFS Foreign Exchange Limited;SCYP.L
5211;FTSE Dev Small Cap Ex No;SD12.L
5212;FTSE Dev Europe Small CA;SD13.L
5213;Sga Societe Generale Acc;SD64.L
5214;Sga Societe Generale Acc;SD66.L
5215;Sga Societe Generale Acc;SD86.L
5216;Ishares V Public Limited Company;SDEU.L
5217;Ishares IV Plc;SDHG.L
5218;Ishares IV Plc;SDHY.L
5219;Scientific Digital Imaging Plc;SDI.L
5220;Ishares IV Plc;SDIA.L
5221;Ishares IV Plc;SDIG.L
5222;Sdl Plc;SDL.L
5223;Stadium Group Plc;SDM.L
5224;Schroder Asiapacific Fund Plc;SDP.L
5225;Schroders Plc;SDR.L
5226;Schroders Plc;SDRC.L
5227;Superdry Plc;SDRY.L
5228;Schroder UK Growth Fund Plc;SDU.L
5229;Small Companies Dividend Trust Plc;SDV.L
5230;Sdv 2025 Zdp Plc;SDVP.L
5231;Sdx Energy Inc.;SDX.L
5232;Speedy Hire Plc;SDY.L
5233;Ishares III Plc;SE15.L
5234;Sga Societe Generale Acc;SE91.L
5235;Ishares III Plc;SEAG.L
5236;Strategic Equity Capital Plc;SEC.L
5237;Ishares V Public Limited Company;SEDY.L
5238;Seeing Machines Limited;SEE.L
5239;Shefa Yamim (A.T.M.) Ltd;SEFA.L
5240;Ishares III Plc;SEGA.L
5241;Ishares III Plc;SEMA.L
5242;Ishares II Plc;SEMB.L
5243;SSGA SPDR ETFS Europe II;SEMH.L
5244;Ishares III Plc;SEML.L
5245;Seplat Petroleum Develop;SEPL.L
5246;Sequoia Economic Infrast;SEQI.L
5247;Schroder European Real Estate Investment;SERE.L
5248;ETFS Foreign Exchange Li;SEU3.L
5249;SSGA SPDR ETFS Europe I;SEUC.L
5250;ETFS Foreign Exchange Limited;SEUP.L
5251;ETFS Foreign Exchange Limited;SEUR.L
5252;Servision Plc;SEV.L
5253;Sterling Energy Plc;SEY.L
5254;Sga Societe Generale Acc;SF48.L
5255;Sga Societe Generale Acc;SF67.L
5256;Safestyle UK Plc;SFE.L
5257;Sagicor Financial Corporation;SFI.L
5258;Severfield-Rowen Plc;SFR.L
5259;Sga Societe Generale Acc;SG02.L
5260;Sg Issuer;SG06.L
5261;Sg Issuer;SG18.L
5262;ETFS Commodity Securities Limited;SGAS.L
5263;ETFS Foreign Exchange Li;SGB3.L
5264;Sg Issuer;SGB5.L
5265;ETFS Foreign Exchange Li;SGBB.L
5266;ETFS Foreign Exchange Limited;SGBP.L
5267;ETFS Metal Securities Ld;SGBS.L
5268;ETFS Metal Securities Limited;SGBX.L
5269;Stagecoach Group Plc;SGC.L
5270;Sage Group Plc;SGE.L
5271;Ishares III Plc;SGEA.L
5272;Scotgems Plc;SGEM.L
5273;Ojsc Surgutneftegas;SGGD.L
5274;Sga Societe Generale Acc;SGH1.L
5275;Stanley Gibbons Group Plc;SGI.L
5276;Ishares III Plc;SGIL.L
5277;Source Physical Markets Plc;SGLD.L
5278;Ishares Physical Metals Plc;SGLN.L
5279;Ishares III Plc;SGLO.L
5280;Source Physical Markets Plc;SGLP.L
5281;Sigma Capital Group Plc;SGM.L
5282;Multi Units Luxembourg;SGQD.L
5283;Multi Units Luxembourg;SGQG.L
5284;Lyxor Index Fund;SGQJ.L
5285;Multi Units Luxembourg;SGQL.L
5286;Multi Units Luxembourg;SGQP.L
5287;Multi Units Luxembourg;SGQX.L
5288;Shore Capital Group Limited;SGR.L
5289;Segro Plc;SGRO.L
5290;FTSE SGX Asia Shariah 10;SGS100.L
5291;Lyxor Index Fund;SGVB.L
5292;Lyxor Index Fund;SGVL.L
5293;Scotgold Resources Limited;SGZ.L
5294;Shaftesbury Plc;SHB.L
5295;ETFS Commodity Securities Limited;SHEA.L
5296;Shanta Gold Limited;SHG.L
5297;Safe Harbour Holdings Plc;SHH.L
5298;Sig Plc;SHI.L
5299;Tufton Oceanic Assets Limited;SHIP.L
5300;Shoe Zone Plc;SHOE.L
5301;Shire Plc;SHP.L
5302;Share Plc;SHRE.L
5303;Shires Income Plc;SHRS.L
5304;Myanmar Strategic Holdings Limited;SHWE.L
5305;Ishares Plc;SHYG.L
5306;Ishares II Plc;SHYU.L
5307;ETFS Commodity Securities Limited;SI3L.L
5308;ETFS Commodity Securities Limited;SI3S.L
5309;Soco International Plc;SIA.L
5310;Sherborne Investors (Gue;SIGB.L
5311;Sherborne Investors (Guernsey) C Limited;SIGC.L
5312;Seneca Global Income & G;SIGT.L
5313;Symphony International Holdings Ld;SIHL.L
5314;Simigon Ltd.;SIM.L
5315;ETFS Commodity Securities Limited;SIME.L
5316;Secure Income REIT Plc;SIR.L
5317;Science In Sport Plc;SIS.L
5318;Sanditon Investment Trus;SIT.L
5319;St. Ives Plc;SIV.L
5320;600 Group Plc;SIXH.L
5321;Schroder Japan Growth Fund Plc;SJG.L
5322;SSGA SPDR ETFS Europe I;SJNK.L
5323;ETFS Foreign Exchange Li;SJP3.L
5324;Sg Issuer;SJP5.L
5325;Ishares III Plc;SJPA.L
5326;FTSE Shariah Japan 100 Index;SJPN.L
5327;FTSE Japan 100 Shariah Index USD;SJPNU.L
5328;ETFS Foreign Exchange Limited;SJPP.L
5329;ETFS Foreign Exchange Limited;SJPY.L
5330;Smurfit Kappa Group Plc;SKG.L
5331;ETFS Foreign Exchange Limited;SKGB.L
5332;Integumen Plc;SKIN.L
5333;Skipton Building Society;SKIP.L
5334;British Sky Broadcasting;SKY.L
5335;Sga Societe Generale Acc;SL29.L
5336;SOCIETE GENERALE ACCEPTANCE NV CALL WTS 17/12/10(HANG SENG)HKD11000;SL36.L
5337;SOCIETE GENERALE ACCEPTANCE NV CALL WTS 20/6/08 F100 E0.001 GBP6700 C;SL53.L
5338;Standard Life Plc;SLA.L
5339;ETFS Commodity Securities Limited;SLEA.L
5340;Standard Life Equity Income Trust Plc;SLET.L
5341;Standard Life Investments Property Incom;SLI.L
5342;Silence Therapeutics Plc;SLN.L
5343;Slingsby [H.C.] Plc;SLNG.L
5344;Sylvania Platinum Limited;SLP.L
5345;Standard Life Private Equity Trust Plc;SLPE.L
5346;FTSE Japan Large Cap Sup;SLQJPLL2.L
5347;FTSE Japan Large Cap Sup;SLQJPLL3.L
5348;FTSE Japan Large Cap Sup;SLQJPLS1.L
5349;FTSE Japan Large Cap Sup;SLQJPLS2.L
5350;FTSE Japan Large Cap Sup;SLQJPLS3.L
5351;FTSE Spain Super Liquid;SLQSPL2X.L
5352;FTSE Spain Super Liquid;SLQSPL3X.L
5353;FTSE Spain Super Liquid;SLQSPS1X.L
5354;FTSE Spain Super Liquid;SLQSPS2X.L
5355;FTSE Spain Super Liquid;SLQSPS3X.L
5356;FTSE UK Mid Cap Super Li;SLQUKML2.L
5357;FTSE UK Mid Cap Super Li;SLQUKML3.L
5358;FTSE UK Mid Cap Super Li;SLQUKML4.L
5359;FTSE UK Mid Cap Super Li;SLQUKMS1.L
5360;FTSE UK Mid Cap Super Li;SLQUKMS2.L
5361;FTSE UK Mid Cap Super Li;SLQUKMS3.L
5362;FTSE USA Large Cap Super;SLQUSL2.L
5363;FTSE USA Large Cap Super;SLQUSL3.L
5364;FTSE USA Large Cap Super;SLQUSL4.L
5365;FTSE USA Large Cap Super;SLQUSS1.L
5366;FTSE USA Large Cap Super;SLQUSS2.L
5367;FTSE USA Large Cap Super;SLQUSS3.L
5368;Standard Life UK Smaller Companies Trust;SLS.L
5369;ETFS Commodity Securities Limited;SLVR.L
5370;Ishares Plc;SLXX.L
5371;Ishares IV Plc;SMBS.L
5372;Smith [Ds] Plc;SMDS.L
5373;Ishares III Plc;SMEA.L
5374;Source Markets Public Limited Company;SMEU.L
5375;Twentyfour Select Monthl;SMIF.L
5376;Smiths Group Plc;SMIN.L
5377;Smart [J.] & Co. [Contractors] Plc;SMJ.L
5378;Strategic Minerals Plc;SML.L
